MethStat	context	C	CG	CHG	CHH	CA	CC	CT	CH	CW
mean_mC_byChr	Cluster_54_25389	0.0153	0.0292	0.0052	0.0147	0.0133	0.0108	0.0139	0.0130	0.0136
mean_mC_byChr	Cluster_54_2539	0.0112	0.0109	0.0278	0.0088	0.0065	0.0168	0.0121	0.0112	0.0101
mean_mC_byChr	Cluster_54_25391	0.0143	0.0100	0.0183	0.0150	0.0367	0.0076	0.0146	0.0153	0.0181
mean_mC_byChr	Cluster_54_25392	0.0034	0.0010	0.0054	0.0037	0.0022	0.0047	0.0053	0.0039	0.0038
mean_mC_byChr	Cluster_54_25394	0.0000	NaN	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25395	0.0055	0.0087	0.0054	0.0041	0.0024	0.0074	0.0050	0.0044	0.0038
mean_mC_byChr	Cluster_54_25397	0.0121	0.0224	0.0000	0.0103	0.0000	0.0095	0.0140	0.0090	0.0087
mean_mC_byChr	Cluster_54_25398	0.0174	0.0130	0.0179	0.0220	NaN	0.0169	0.0714	0.0208	0.0714
mean_mC_byChr	Cluster_54_2540	0.0000	0.0000	0.0000	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25400	0.0092	0.0495	0.0086	0.0043	0.0068	0.0037	0.0031	0.0049	0.0051
mean_mC_byChr	Cluster_54_25401	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25402	0.0100	0.0089	0.0069	0.0109	0.0116	0.0087	0.0104	0.0102	0.0108
mean_mC_byChr	Cluster_54_25403	0.0077	0.0000	NaN	0.0085	0.0000	0.0000	0.0110	0.0085	0.0096
mean_mC_byChr	Cluster_54_25404	0.0084	0.0184	0.0053	0.0070	0.0107	0.0090	0.0052	0.0068	0.0063
mean_mC_byChr	Cluster_54_25405	0.0226	0.0000	0.0000	0.0251	0.0000	0.0299	0.0239	0.0244	0.0221
mean_mC_byChr	Cluster_54_25406_88_0_964797	0.0000	NaN	0.0000	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25408	0.0029	0.0000	0.0000	0.0035	0.0056	0.0000	0.0000	0.0032	0.0035
mean_mC_byChr	Cluster_54_2541	0.0090	0.0000	0.0000	0.0103	NaN	0.0000	0.0128	0.0096	0.0128
mean_mC_byChr	Cluster_54_25412	0.0456	0.0897	0.0423	0.0417	0.2179	0.0000	0.0195	0.0417	0.0443
mean_mC_byChr	Cluster_54_25413	0.0000	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25414	0.0108	NaN	0.0000	0.0113	0.0167	0.0093	0.0079	0.0108	0.0114
mean_mC_byChr	Cluster_54_25415	0.0253	0.1833	0.0038	0.0057	0.0074	0.0052	0.0036	0.0055	0.0055
mean_mC_byChr	Cluster_54_25416	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25418	0.0059	0.0054	0.0057	0.0061	0.0054	0.0072	0.0061	0.0060	0.0058
mean_mC_byChr	Cluster_54_25419	0.0111	NaN	0.0000	0.0143	0.0250	NaN	0.0000	0.0111	0.0111
mean_mC_byChr	Cluster_54_25420	0.0271	0.1208	0.0182	0.0226	0.0074	0.0156	0.0341	0.0220	0.0228
mean_mC_byChr	Cluster_54_25421	0.0024	0.0060	0.0000	0.0021	0.0010	0.0014	0.0029	0.0018	0.0018
mean_mC_byChr	Cluster_54_25422	0.0095	0.0000	NaN	0.0117	0.0221	0.0000	0.0098	0.0117	0.0125
mean_mC_byChr	Cluster_54_25423	0.0148	0.0132	0.0183	0.0149	0.0145	0.0121	0.0176	0.0154	0.0167
mean_mC_byChr	Cluster_54_25426	0.0037	0.0035	0.0070	0.0031	0.0000	0.0087	0.0034	0.0038	0.0018
mean_mC_byChr	Cluster_54_25427	0.0152	0.0227	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_54_25429	0.0103	0.0000	0.0000	0.0134	0.0256	0.0000	0.0060	0.0115	0.0130
mean_mC_byChr	Cluster_54_2543	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25430	0.0164	0.1164	0.0049	0.0105	0.0137	0.0221	0.0015	0.0100	0.0082
mean_mC_byChr	Cluster_54_25431	0.0228	0.0959	0.0047	0.0061	0.0110	0.0000	0.0067	0.0058	0.0082
mean_mC_byChr	Cluster_54_25432	0.0098	0.0247	0.0000	0.0089	0.0000	0.0153	0.0082	0.0087	0.0064
mean_mC_byChr	Cluster_54_25434	0.0809	0.8788	0.0000	0.0200	0.0048	0.0079	0.0309	0.0179	0.0210
mean_mC_byChr	Cluster_54_25436	0.2050	NaN	NaN	0.2050	0.2406	NaN	0.1812	0.2050	0.2050
mean_mC_byChr	Cluster_54_25438	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25439	0.0149	0.0180	0.0052	0.0160	0.0218	0.0156	0.0081	0.0141	0.0130
mean_mC_byChr	Cluster_54_25440	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25441	0.0095	0.0135	0.0000	0.0095	0.0307	0.0000	0.0014	0.0076	0.0090
mean_mC_byChr	Cluster_54_25442	0.0037	0.0000	0.0000	0.0052	0.0025	0.0067	0.0041	0.0043	0.0035
mean_mC_byChr	Cluster_54_25443	0.0190	0.1464	0.0056	0.0065	0.0098	0.0025	0.0057	0.0064	0.0074
mean_mC_byChr	Cluster_54_25444	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25445	0.0056	0.0125	0.0000	0.0041	0.0000	0.0000	0.0068	0.0035	0.0047
mean_mC_byChr	Cluster_54_25446	0.0093	0.0000	0.0000	0.0104	0.0208	0.0080	0.0092	0.0098	0.0102
mean_mC_byChr	Cluster_54_25447	0.0041	0.0000	0.0000	0.0049	0.0078	NaN	0.0000	0.0044	0.0044
mean_mC_byChr	Cluster_54_25448	0.0188	0.0149	0.0476	0.0177	0.0145	0.0228	0.0233	0.0194	0.0188
mean_mC_byChr	Cluster_54_25449	0.0173	0.0727	0.0000	0.0127	0.0303	0.0051	0.0120	0.0125	0.0153
mean_mC_byChr	Cluster_54_2545	0.0000	NaN	NaN	0.0000	NaN	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25450	0.0128	0.0217	0.0138	0.0111	0.0105	0.0132	0.0117	0.0115	0.0110
mean_mC_byChr	Cluster_54_25452	0.0145	0.0000	0.0000	0.0181	0.0140	0.0450	0.0092	0.0171	0.0118
mean_mC_byChr	Cluster_54_25453	0.0135	0.0000	0.0000	0.0173	0.0333	0.0000	0.0175	0.0144	0.0197
mean_mC_byChr	Cluster_54_25454	0.0049	0.0034	0.0067	0.0048	0.0060	0.0071	0.0036	0.0052	0.0048
mean_mC_byChr	Cluster_54_25456	0.0210	0.0112	0.0529	0.0214	0.0116	0.0185	0.0333	0.0225	0.0239
mean_mC_byChr	Cluster_54_25457	0.0211	0.0091	0.0128	0.0241	0.0378	0.0409	0.0080	0.0230	0.0138
mean_mC_byChr	Cluster_54_25460	0.0071	0.0000	0.0000	0.0079	0.0165	0.0049	0.0044	0.0074	0.0081
mean_mC_byChr	Cluster_54_25461	0.0544	0.6132	0.0000	0.0054	0.0101	0.0000	0.0000	0.0050	0.0057
mean_mC_byChr	Cluster_54_25462	0.0093	0.0109	0.0068	0.0091	0.0107	0.0029	0.0097	0.0088	0.0102
mean_mC_byChr	Cluster_54_25463	0.0030	0.0092	0.0000	0.0024	0.0009	0.0056	0.0016	0.0021	0.0012
mean_mC_byChr	Cluster_54_25465	0.0194	0.0030	0.0185	0.0246	0.0191	0.0233	0.0271	0.0239	0.0241
mean_mC_byChr	Cluster_54_25467	0.0000	NaN	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25468	0.0157	0.0454	0.0040	0.0098	0.0106	0.0003	0.0120	0.0093	0.0111
mean_mC_byChr	Cluster_54_25469	0.0098	0.0426	0.0023	0.0040	0.0056	0.0008	0.0036	0.0038	0.0046
mean_mC_byChr	Cluster_54_2546_88_0_98934	0.0024	0.0000	0.0000	0.0042	0.0051	0.0000	0.0000	0.0036	0.0038
mean_mC_byChr	Cluster_54_2547	0.0238	NaN	NaN	0.0238	NaN	NaN	0.0238	0.0238	0.0238
mean_mC_byChr	Cluster_54_25471	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25472	0.0075	0.0000	0.0000	0.0120	0.0089	0.0250	0.0000	0.0102	0.0027
mean_mC_byChr	Cluster_54_25474	0.0298	0.0333	NaN	0.0290	0.0333	0.0500	0.0128	0.0290	0.0197
mean_mC_byChr	Cluster_54_25475	0.0331	0.0909	0.0000	0.0290	0.0833	0.0000	0.0303	0.0249	0.0436
mean_mC_byChr	Cluster_54_25477	0.0084	0.0063	0.0000	0.0105	0.0000	0.0000	0.0133	0.0092	0.0116
mean_mC_byChr	Cluster_54_25478	0.0035	0.0012	0.0048	0.0042	0.0030	0.0096	0.0034	0.0043	0.0032
mean_mC_byChr	Cluster_54_25479	0.0096	0.0417	0.0179	0.0053	0.0155	0.0085	0.0000	0.0068	0.0062
mean_mC_byChr	Cluster_54_25480	0.0275	0.0000	0.0455	0.0296	0.0238	0.0249	0.0391	0.0325	0.0361
mean_mC_byChr	Cluster_54_25481	0.0060	0.0000	0.0043	0.0075	0.0074	0.0079	0.0065	0.0071	0.0068
mean_mC_byChr	Cluster_54_25483	0.0081	0.0549	0.0000	0.0049	0.0050	0.0000	0.0039	0.0042	0.0046
mean_mC_byChr	Cluster_54_25484	0.0249	0.0441	0.0000	0.0233	0.0454	0.0077	0.0152	0.0218	0.0245
mean_mC_byChr	Cluster_54_25485	0.0033	0.0024	0.0018	0.0037	0.0037	0.0015	0.0040	0.0035	0.0039
mean_mC_byChr	Cluster_54_25486	0.0073	0.0047	0.0022	0.0099	0.0144	0.0129	0.0042	0.0084	0.0065
mean_mC_byChr	Cluster_54_25487	0.0665	0.0000	0.3000	0.0526	NaN	0.1400	0.0288	0.0716	0.0288
mean_mC_byChr	Cluster_54_25490	0.0313	0.0192	0.0091	0.0363	0.0584	0.0381	0.0173	0.0329	0.0319
mean_mC_byChr	Cluster_54_25492	0.0535	0.0477	0.0000	0.0656	0.1144	0.0336	0.0176	0.0539	0.0594
mean_mC_byChr	Cluster_54_25493	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25495	0.0000	NaN	NaN	0.0000	NaN	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25496	0.0188	0.0000	0.0357	0.0186	0.0571	0.0111	0.0134	0.0214	0.0260
mean_mC_byChr	Cluster_54_25497	0.0145	0.0609	0.0000	0.0103	0.0063	0.0154	0.0091	0.0087	0.0074
mean_mC_byChr	Cluster_54_25498	0.0148	0.1116	0.0015	0.0036	0.0034	0.0048	0.0029	0.0034	0.0032
mean_mC_byChr	Cluster_54_25499	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_255	0.0181	0.1905	0.0024	0.0079	0.0030	0.0126	0.0068	0.0070	0.0051
mean_mC_byChr	Cluster_54_2550	0.0000	NaN	0.0000	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25501	0.0000	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25502	0.0069	0.0000	0.0262	0.0041	0.0000	0.0099	0.0081	0.0083	0.0075
mean_mC_byChr	Cluster_54_25503	0.0180	0.0694	0.0049	0.0055	0.0052	0.0056	0.0053	0.0054	0.0053
mean_mC_byChr	Cluster_54_25504	0.0214	0.0432	0.0454	0.0173	0.0375	0.0209	0.0127	0.0191	0.0186
mean_mC_byChr	Cluster_54_25505	0.0147	0.0000	0.0000	0.0191	0.0200	0.0000	0.0182	0.0159	0.0191
mean_mC_byChr	Cluster_54_25507	0.0031	0.0111	0.0152	0.0011	0.0020	0.0000	0.0032	0.0022	0.0025
mean_mC_byChr	Cluster_54_25508	0.0196	0.0000	0.0000	0.0222	0.0217	0.0102	0.0268	0.0208	0.0238
mean_mC_byChr	Cluster_54_25510	0.0000	NaN	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25512	0.0000	NaN	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_54_25513	0.0617	0.0965	0.0795	0.0503	0.0000	0.0872	0.0396	0.0547	0.0330
mean_mC_byChr	Cluster_54_25515	0.0037	0.0020	0.0061	0.0016	0.0037	0.0055	0.0019	0.0043	0.0028
mean_mC_byChr	Cluster_54_25516	0.0000	0.0000	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_54_25518	0.0038	0.0120	0.0024	0.0027	0.0000	0.0019	0.0068	0.0026	0.0029
mean_mC_byChr	Cluster_54_25520	0.0061	0.0000	NaN	0.0065	0.0000	0.0000	0.0182	0.0065	0.0076
mean_mC_byChr	Cluster_54_25521	0.0066	0.0065	0.0037	0.0071	0.0055	0.0095	0.0062	0.0066	0.0059
mean_mC_byChr	Cluster_54_25522	0.0014	0.0000	0.0000	0.0022	0.0000	0.0000	0.0040	0.0019	0.0027
mean_mC_byChr	Cluster_54_25523	0.0174	0.0826	0.0050	0.0058	0.0031	0.0077	0.0075	0.0056	0.0053
mean_mC_byChr	Cluster_54_25524	0.0095	0.0000	NaN	0.0106	0.0000	0.0000	0.0136	0.0106	0.0127
mean_mC_byChr	Cluster_54_25525	0.0112	0.0714	0.0000	0.0039	NaN	NaN	0.0037	0.0037	0.0037
mean_mC_byChr	Cluster_54_25526	0.0113	0.0179	0.0286	0.0090	0.0243	0.0027	0.0059	0.0109	0.0130
mean_mC_byChr	Cluster_54_25527	0.1221	0.0500	0.0143	0.1649	0.0740	0.1649	0.1350	0.1272	0.1147
mean_mC_byChr	Cluster_54_25528	0.0063	0.0226	0.0000	0.0019	0.0000	0.0017	0.0054	0.0018	0.0018
mean_mC_byChr	Cluster_54_25529	0.0100	0.0125	0.0200	0.0088	0.0000	0.0071	0.0136	0.0097	0.0110
mean_mC_byChr	Cluster_54_2553	0.0061	0.0115	0.0000	0.0042	0.0131	0.0000	0.0020	0.0041	0.0045
mean_mC_byChr	Cluster_54_25531	0.0062	0.0067	0.0006	0.0068	0.0000	0.0073	0.0096	0.0060	0.0054
mean_mC_byChr	Cluster_54_25532	0.0053	0.0000	0.0000	0.0058	0.0038	0.0000	0.0069	0.0055	0.0061
mean_mC_byChr	Cluster_54_25533	0.0086	0.0000	0.0000	0.0116	0.0012	0.0024	0.0211	0.0104	0.0120
mean_mC_byChr	Cluster_54_25534	0.0143	0.1000	0.0000	0.0083	0.0500	0.0000	0.0000	0.0077	0.0125
mean_mC_byChr	Cluster_54_25537	0.0000	NaN	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_54_25538	0.0090	0.0071	0.0142	0.0074	0.0000	0.0106	0.0148	0.0097	0.0089
mean_mC_byChr	Cluster_54_2554	0.0183	0.0516	0.0000	0.0071	0.0000	NaN	0.0119	0.0055	0.0055
mean_mC_byChr	Cluster_54_25540	0.0510	0.0559	0.1333	0.0425	0.0704	0.2353	0.0223	0.0504	0.0420
mean_mC_byChr	Cluster_54_25541	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25542_58_0_977899	0.0040	NaN	0.0000	0.0042	0.0042	0.0000	0.0045	0.0040	0.0043
mean_mC_byChr	Cluster_54_25543	0.0056	0.0045	0.0067	0.0056	0.0058	0.0031	0.0067	0.0058	0.0062
mean_mC_byChr	Cluster_54_25546	0.0106	0.0120	0.0060	0.0111	0.0231	0.0028	0.0059	0.0102	0.0126
mean_mC_byChr	Cluster_54_25547	0.0093	0.0440	0.0054	0.0037	0.0037	0.0020	0.0051	0.0039	0.0044
mean_mC_byChr	Cluster_54_25548	0.0016	0.0042	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25549	0.0090	0.0087	0.0194	0.0067	0.0072	0.0069	0.0123	0.0091	0.0099
mean_mC_byChr	Cluster_54_25550	0.0219	NaN	0.0000	0.0256	0.0511	0.0000	0.0000	0.0219	0.0256
mean_mC_byChr	Cluster_54_25553	0.0218	0.0181	0.0172	0.0230	0.0213	0.0326	0.0154	0.0225	0.0176
mean_mC_byChr	Cluster_54_25554_54_0_977191	0.0078	0.0241	0.0033	0.0054	0.0046	0.0139	0.0037	0.0048	0.0041
mean_mC_byChr	Cluster_54_25556	0.0000	0.0000	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_54_25557	0.0568	0.0909	NaN	0.0455	0.0000	0.0455	0.0606	0.0455	0.0455
mean_mC_byChr	Cluster_54_25559	0.0174	0.0181	0.0222	0.0163	0.0296	0.0245	0.0129	0.0172	0.0163
mean_mC_byChr	Cluster_54_2556	0.0455	NaN	NaN	0.0455	0.0909	0.0000	NaN	0.0455	0.0909
mean_mC_byChr	Cluster_54_25560	0.0377	0.1597	NaN	0.0174	NaN	NaN	0.0174	0.0174	0.0174
mean_mC_byChr	Cluster_54_25562	0.0083	0.0000	0.0000	0.0131	0.0000	0.0196	0.0000	0.0105	0.0000
mean_mC_byChr	Cluster_54_25564	0.0000	NaN	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_54_25565	0.0000	NaN	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_54_25566	0.0027	NaN	0.0000	0.0029	0.0015	0.0143	0.0000	0.0027	0.0010
mean_mC_byChr	Cluster_54_25568	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25569	0.0032	0.0011	0.0055	0.0035	0.0002	0.0141	0.0038	0.0037	0.0018
mean_mC_byChr	Cluster_54_2557	0.0000	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25570	0.0026	0.0000	0.0385	0.0000	0.0000	0.0059	0.0000	0.0028	0.0000
mean_mC_byChr	Cluster_54_25576	0.0669	0.9167	0.0000	0.0222	0.0237	0.0000	0.0235	0.0197	0.0237
mean_mC_byChr	Cluster_54_25578	0.0049	0.0065	0.0000	0.0047	0.0016	0.0069	0.0061	0.0044	0.0038
mean_mC_byChr	Cluster_54_25579	0.0133	0.0000	0.0000	0.0140	0.0120	0.0000	0.0158	0.0137	0.0148
mean_mC_byChr	Cluster_54_2558	0.0271	NaN	0.0000	0.0305	0.0000	0.0000	0.0407	0.0271	0.0305
mean_mC_byChr	Cluster_54_25580	0.0039	0.0000	0.0000	0.0050	0.0025	0.0227	0.0000	0.0047	0.0019
mean_mC_byChr	Cluster_54_25581	0.0448	0.2530	0.0000	0.0090	0.0041	0.0000	0.0192	0.0086	0.0105
mean_mC_byChr	Cluster_54_25582	0.0102	0.0170	0.0000	0.0082	0.0000	0.0103	0.0092	0.0076	0.0070
mean_mC_byChr	Cluster_54_25583	0.0133	0.0000	0.0000	0.0146	0.0268	0.0000	0.0128	0.0141	0.0170
mean_mC_byChr	Cluster_54_25584	0.0091	NaN	NaN	0.0091	0.0000	0.0152	0.0000	0.0091	0.0000
mean_mC_byChr	Cluster_54_25586	0.0089	0.0047	0.0143	0.0096	0.0092	0.0118	0.0093	0.0100	0.0092
mean_mC_byChr	Cluster_54_25588	0.0013	0.0000	0.0000	0.0020	0.0035	0.0000	0.0003	0.0015	0.0017
mean_mC_byChr	Cluster_54_25589	0.0114	0.0418	0.0025	0.0060	0.0063	0.0037	0.0055	0.0055	0.0059
mean_mC_byChr	Cluster_54_2559	0.0064	0.0002	0.0012	0.0071	0.0054	0.0186	0.0038	0.0069	0.0044
mean_mC_byChr	Cluster_54_25590	0.0011	0.0000	0.0000	0.0013	0.0025	0.0000	0.0000	0.0011	0.0013
mean_mC_byChr	Cluster_54_25591	0.0161	NaN	0.0625	0.0095	0.0000	0.0000	0.0258	0.0161	0.0185
mean_mC_byChr	Cluster_54_25592	0.0045	0.0357	0.0000	0.0031	0.0004	0.0000	0.0076	0.0027	0.0031
mean_mC_byChr	Cluster_54_25595	0.0284	0.0000	NaN	0.0341	NaN	0.0526	0.0295	0.0341	0.0295
mean_mC_byChr	Cluster_54_25597	0.0064	NaN	0.0000	0.0076	0.0167	0.0000	0.0000	0.0064	0.0076
mean_mC_byChr	Cluster_54_256	0.0093	0.0000	0.0091	0.0099	0.0119	0.0147	0.0065	0.0099	0.0078
mean_mC_byChr	Cluster_54_25600	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25601	0.0116	0.0000	NaN	0.0138	0.0243	0.0200	0.0000	0.0138	0.0110
mean_mC_byChr	Cluster_54_25602	0.0045	0.0000	0.0000	0.0056	0.0000	0.0000	0.0125	0.0048	0.0056
mean_mC_byChr	Cluster_54_25603	0.0109	NaN	0.0000	0.0124	0.0000	0.0000	0.0194	0.0109	0.0124
mean_mC_byChr	Cluster_54_25605	0.0050	NaN	0.0000	0.0052	0.0000	0.0094	0.0000	0.0050	0.0000
mean_mC_byChr	Cluster_54_25607	0.0229	0.1545	0.0000	0.0137	0.0274	0.0000	0.0000	0.0113	0.0132
mean_mC_byChr	Cluster_54_25608	0.0163	0.0148	0.0326	0.0144	0.0142	0.0231	0.0126	0.0166	0.0130
mean_mC_byChr	Cluster_54_25609	0.0025	0.0000	0.0000	0.0035	0.0000	0.0074	0.0042	0.0031	0.0020
mean_mC_byChr	Cluster_54_2561	0.0238	0.0000	0.0000	0.0288	0.0429	0.0182	0.0260	0.0274	0.0305
mean_mC_byChr	Cluster_54_25610	0.0059	0.0000	0.0000	0.0069	0.0000	0.0000	0.0111	0.0061	0.0074
mean_mC_byChr	Cluster_54_25611	0.0012	0.0025	0.0000	0.0012	0.0000	0.0000	0.0022	0.0009	0.0013
mean_mC_byChr	Cluster_54_25612	0.0111	0.0667	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25616	0.1009	0.6429	0.0667	0.0535	0.0410	0.1818	0.0470	0.0557	0.0442
mean_mC_byChr	Cluster_54_25618	0.0000	NaN	NaN	0.0000	NaN	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25619	0.0094	0.0054	0.0000	0.0110	0.0066	0.0055	0.0153	0.0105	0.0109
mean_mC_byChr	Cluster_54_2562	0.0165	0.1011	0.0050	0.0098	0.0107	0.0090	0.0076	0.0091	0.0091
mean_mC_byChr	Cluster_54_25620	0.0094	0.0124	0.0203	0.0040	0.0149	0.0084	0.0037	0.0081	0.0080
mean_mC_byChr	Cluster_54_25623	0.0090	0.0167	0.0000	0.0084	0.0104	0.0000	0.0000	0.0077	0.0084
mean_mC_byChr	Cluster_54_25624	0.0274	0.1250	0.0000	0.0203	0.0167	0.0000	0.0200	0.0152	0.0187
mean_mC_byChr	Cluster_54_25626	0.0022	0.0000	NaN	0.0023	0.0000	NaN	0.0086	0.0023	0.0023
mean_mC_byChr	Cluster_54_25627	0.0162	0.1336	0.0071	0.0061	0.0073	0.0022	0.0057	0.0062	0.0067
mean_mC_byChr	Cluster_54_25628	0.0062	0.0000	0.0000	0.0069	0.0000	0.0040	0.0110	0.0065	0.0073
mean_mC_byChr	Cluster_54_25630	0.0119	0.0531	0.0000	0.0066	0.0037	0.0090	0.0069	0.0056	0.0049
mean_mC_byChr	Cluster_54_25632	0.0090	0.0000	0.0000	0.0110	0.0000	NaN	0.0133	0.0101	0.0101
mean_mC_byChr	Cluster_54_25633	0.0083	0.0307	0.0000	0.0053	0.0051	0.0000	0.0060	0.0048	0.0057
mean_mC_byChr	Cluster_54_25634	0.0000	NaN	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25635	0.0389	0.0455	0.0000	0.0409	0.0000	0.0630	0.0152	0.0380	0.0130
mean_mC_byChr	Cluster_54_25636	0.0136	0.0443	0.0031	0.0060	0.0077	0.0020	0.0052	0.0056	0.0064
mean_mC_byChr	Cluster_54_25637	0.0075	0.0156	0.0000	0.0064	0.0000	0.0157	0.0036	0.0057	0.0022
mean_mC_byChr	Cluster_54_25638	0.0075	NaN	0.0000	0.0088	0.0132	0.0000	0.0000	0.0075	0.0088
mean_mC_byChr	Cluster_54_25639	0.0076	0.0112	0.0022	0.0072	0.0038	0.0112	0.0061	0.0066	0.0051
mean_mC_byChr	Cluster_54_2564	0.0144	0.0097	0.0142	0.0166	0.0130	0.0155	0.0179	0.0161	0.0163
mean_mC_byChr	Cluster_54_25640	0.0000	NaN	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25641	0.0033	NaN	NaN	0.0033	0.0050	NaN	0.0000	0.0033	0.0033
mean_mC_byChr	Cluster_54_25642	0.0027	0.0019	0.0019	0.0031	0.0030	0.0007	0.0055	0.0030	0.0044
mean_mC_byChr	Cluster_54_25643	0.0087	NaN	0.0000	0.0118	0.0067	0.0500	0.0000	0.0087	0.0048
mean_mC_byChr	Cluster_54_25646	0.0055	0.0000	0.0000	0.0085	NaN	0.0000	0.0128	0.0070	0.0128
mean_mC_byChr	Cluster_54_25647	0.0082	0.0301	0.0000	0.0037	0.0000	0.0062	0.0062	0.0033	0.0028
mean_mC_byChr	Cluster_54_25648	0.0241	NaN	NaN	0.0241	0.0303	0.0455	0.0139	0.0241	0.0194
mean_mC_byChr	Cluster_54_2565	0.0473	0.5381	0.0079	0.0098	0.0156	0.0037	0.0057	0.0095	0.0105
mean_mC_byChr	Cluster_54_25650_73_0_962887	0.0000	NaN	NaN	0.0000	NaN	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25651	0.0178	0.1108	0.0028	0.0036	0.0045	0.0021	0.0030	0.0035	0.0037
mean_mC_byChr	Cluster_54_25652	0.0134	0.0273	0.0000	0.0109	0.0146	0.0000	0.0083	0.0099	0.0116
mean_mC_byChr	Cluster_54_25653	0.0281	0.0641	0.0350	0.0200	0.0200	0.0321	0.0176	0.0217	0.0186
mean_mC_byChr	Cluster_54_25654	0.0000	NaN	NaN	0.0000	NaN	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_25655	0.0108	0.0537	0.0113	0.0042	0.0048	0.0049	0.0057	0.0053	0.0053
mean_mC_byChr	Cluster_54_25657	0.0179	0.0207	0.0000	0.0178	0.0232	0.0164	0.0161	0.0173	0.0178
mean_mC_byChr	Cluster_54_25658	0.0213	0.0408	0.0104	0.0209	0.0278	0.0250	0.0108	0.0198	0.0188
mean_mC_byChr	Cluster_54_25659	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_54_2566	0.0044	0.0500	0.0000	0.0026	0.0000	0.0000	0.0035	0.0025	0.0031
