MethStat	context	C	CG	CHG	CHH	CA	CC	CT	CH	CW
mean_mC_byChr	Cluster_917_7962	0.0034	0.0030	0.0054	0.0031	0.0014	0.0061	0.0040	0.0036	0.0028
mean_mC_byChr	Cluster_917_7965	0.0027	0.0022	0.0000	0.0032	0.0017	0.0000	0.0051	0.0028	0.0033
mean_mC_byChr	Cluster_917_7966	0.0029	0.0048	0.0028	0.0009	0.0027	0.0000	0.0010	0.0013	0.0017
mean_mC_byChr	Cluster_917_7967	0.0000	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_7968	0.0018	0.0046	0.0020	0.0007	0.0000	0.0023	0.0011	0.0009	0.0006
mean_mC_byChr	Cluster_917_7969	0.0052	0.0034	0.0038	0.0061	0.0054	0.0035	0.0068	0.0056	0.0060
mean_mC_byChr	Cluster_917_797	0.0019	0.0049	0.0034	0.0000	0.0015	0.0000	0.0000	0.0007	0.0008
mean_mC_byChr	Cluster_917_7970	0.0132	0.0000	0.0143	0.0165	0.0000	0.0194	0.0168	0.0162	0.0139
mean_mC_byChr	Cluster_917_7971	0.0019	0.0022	0.0000	0.0023	0.0036	0.0000	0.0009	0.0018	0.0023
mean_mC_byChr	Cluster_917_7973	0.0023	0.0000	0.0047	0.0029	0.0078	0.0000	0.0014	0.0033	0.0044
mean_mC_byChr	Cluster_917_7974	0.0016	0.0019	0.0008	0.0017	0.0033	0.0000	0.0005	0.0015	0.0020
mean_mC_byChr	Cluster_917_7975	0.0015	0.0006	0.0029	0.0013	0.0004	0.0025	0.0026	0.0016	0.0013
mean_mC_byChr	Cluster_917_7977	0.0095	NaN	NaN	0.0095	0.0000	0.0000	0.0143	0.0095	0.0122
mean_mC_byChr	Cluster_917_7980	0.0166	0.0000	0.0143	0.0173	0.0167	0.0209	0.0151	0.0171	0.0157
mean_mC_byChr	Cluster_917_7982	0.0045	0.0000	0.0000	0.0068	0.0085	0.0000	0.0044	0.0052	0.0062
mean_mC_byChr	Cluster_917_7983	0.0224	0.2469	0.0076	0.0041	0.0070	0.0040	0.0033	0.0047	0.0050
mean_mC_byChr	Cluster_917_7985	0.0124	0.0192	0.0000	0.0123	0.0192	0.0110	0.0098	0.0118	0.0121
mean_mC_byChr	Cluster_917_7986	0.0105	0.0000	0.0007	0.0176	0.0167	0.0136	0.0088	0.0123	0.0113
mean_mC_byChr	Cluster_917_7987	0.0053	0.0007	0.0000	0.0077	0.0084	0.0056	0.0053	0.0061	0.0064
mean_mC_byChr	Cluster_917_7988	0.0182	0.0185	0.0229	0.0168	0.0128	0.0160	0.0214	0.0181	0.0190
mean_mC_byChr	Cluster_917_7989	0.0028	0.0037	0.0050	0.0017	0.0029	0.0010	0.0030	0.0025	0.0029
mean_mC_byChr	Cluster_917_799	0.0092	0.0071	0.0027	0.0113	0.0083	0.0091	0.0119	0.0101	0.0107
mean_mC_byChr	Cluster_917_7990	0.0030	0.0027	0.0000	0.0044	0.0015	0.0052	0.0024	0.0032	0.0020
mean_mC_byChr	Cluster_917_7993	0.0342	0.3294	0.0097	0.0028	0.0027	0.0020	0.0047	0.0031	0.0033
mean_mC_byChr	Cluster_917_7996	0.0030	0.0021	0.0000	0.0040	0.0040	0.0009	0.0034	0.0033	0.0037
mean_mC_byChr	Cluster_917_7997	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_7998	0.0008	0.0000	0.0000	0.0011	0.0000	0.0035	0.0000	0.0009	0.0000
mean_mC_byChr	Cluster_917_7999	0.0030	0.0017	0.0012	0.0038	0.0025	0.0030	0.0051	0.0034	0.0035
mean_mC_byChr	Cluster_917_8002	0.0012	0.0030	0.0000	0.0010	0.0006	0.0000	0.0019	0.0008	0.0010
mean_mC_byChr	Cluster_917_8005	0.0033	0.0000	0.0075	0.0031	0.0074	0.0000	0.0000	0.0038	0.0042
mean_mC_byChr	Cluster_917_8006	0.0025	0.0024	0.0030	0.0023	0.0023	0.0018	0.0034	0.0025	0.0028
mean_mC_byChr	Cluster_917_8009	0.0028	0.0015	0.0044	0.0032	0.0041	0.0025	0.0032	0.0034	0.0037
mean_mC_byChr	Cluster_917_8010	0.0021	0.0000	0.0000	0.0029	0.0010	0.0013	0.0063	0.0026	0.0030
mean_mC_byChr	Cluster_917_8012	0.0031	0.0000	0.0065	0.0038	0.0053	0.0000	0.0072	0.0043	0.0063
mean_mC_byChr	Cluster_917_8013	0.0022	0.0013	0.0026	0.0025	0.0043	0.0004	0.0020	0.0025	0.0031
mean_mC_byChr	Cluster_917_8015	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8016	0.0038	0.0018	0.0040	0.0047	0.0047	0.0059	0.0039	0.0046	0.0043
mean_mC_byChr	Cluster_917_8017	0.0055	0.0077	0.0068	0.0043	0.0037	0.0042	0.0057	0.0048	0.0050
mean_mC_byChr	Cluster_917_8018	0.0042	0.0060	0.0000	0.0043	0.0020	0.0052	0.0028	0.0033	0.0024
mean_mC_byChr	Cluster_917_802	0.0042	0.0024	0.0028	0.0060	0.0056	0.0023	0.0067	0.0052	0.0061
mean_mC_byChr	Cluster_917_8020	0.0090	0.0314	0.0013	0.0046	0.0039	0.0081	0.0017	0.0039	0.0030
mean_mC_byChr	Cluster_917_8021	0.0204	0.0142	0.0229	0.0222	0.0192	0.0168	0.0291	0.0223	0.0274
mean_mC_byChr	Cluster_917_8024	0.0021	0.0030	0.0019	0.0019	0.0021	0.0030	0.0012	0.0019	0.0016
mean_mC_byChr	Cluster_917_8025	0.0032	0.0033	0.0047	0.0027	0.0062	0.0000	0.0030	0.0032	0.0044
mean_mC_byChr	Cluster_917_8026	0.0000	0.0000	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8027	0.0146	0.0769	0.0833	0.0000	0.0000	0.0000	0.0167	0.0083	0.0119
mean_mC_byChr	Cluster_917_8028	0.0024	0.0022	0.0019	0.0029	0.0015	0.0028	0.0034	0.0026	0.0025
mean_mC_byChr	Cluster_917_803	0.0439	0.0833	0.0000	0.0390	NaN	0.1364	0.0000	0.0341	0.0000
mean_mC_byChr	Cluster_917_8030	0.0029	0.0020	0.0034	0.0031	0.0041	0.0026	0.0025	0.0032	0.0034
mean_mC_byChr	Cluster_917_8032	0.0026	0.0023	0.0033	0.0025	0.0037	0.0023	0.0019	0.0027	0.0028
mean_mC_byChr	Cluster_917_8034	0.0030	0.0000	0.0000	0.0046	0.0066	0.0000	0.0022	0.0040	0.0048
mean_mC_byChr	Cluster_917_8036	0.0043	0.0033	0.0026	0.0050	0.0047	0.0005	0.0069	0.0049	0.0057
mean_mC_byChr	Cluster_917_8037	0.0034	0.0057	0.0019	0.0029	0.0030	0.0028	0.0024	0.0027	0.0027
mean_mC_byChr	Cluster_917_8042	0.0166	0.0227	0.0366	0.0120	0.0268	0.0118	0.0014	0.0159	0.0167
mean_mC_byChr	Cluster_917_8043	0.0061	0.0060	0.0069	0.0060	0.0061	0.0061	0.0061	0.0061	0.0061
mean_mC_byChr	Cluster_917_8044	0.0440	0.2645	0.0074	0.0020	0.0000	0.0098	0.0038	0.0030	0.0019
mean_mC_byChr	Cluster_917_8045	0.0044	0.0018	0.0038	0.0058	0.0041	0.0073	0.0051	0.0054	0.0047
mean_mC_byChr	Cluster_917_8046	0.0032	0.0000	0.0088	0.0020	0.0051	0.0012	0.0036	0.0037	0.0044
mean_mC_byChr	Cluster_917_8049	0.0033	0.0031	0.0017	0.0038	0.0024	0.0041	0.0037	0.0033	0.0030
mean_mC_byChr	Cluster_917_805	0.0011	0.0003	0.0000	0.0017	0.0015	0.0000	0.0020	0.0014	0.0017
mean_mC_byChr	Cluster_917_8052	0.0157	0.1192	0.0046	0.0029	0.0039	0.0018	0.0030	0.0032	0.0035
mean_mC_byChr	Cluster_917_8055	0.0182	0.1507	0.0050	0.0041	0.0050	0.0048	0.0032	0.0043	0.0042
mean_mC_byChr	Cluster_917_8057	0.0031	0.0028	0.0028	0.0034	0.0036	0.0032	0.0029	0.0033	0.0033
mean_mC_byChr	Cluster_917_8058	0.0030	0.0036	0.0000	0.0034	0.0055	0.0017	0.0014	0.0027	0.0032
mean_mC_byChr	Cluster_917_8059	0.0048	0.0018	0.0043	0.0057	0.0065	0.0028	0.0056	0.0054	0.0060
mean_mC_byChr	Cluster_917_8060	0.0058	0.0029	0.0000	0.0078	0.0096	0.0048	0.0051	0.0068	0.0073
mean_mC_byChr	Cluster_917_8063_55_0_989324	0.0020	0.0041	0.0019	0.0011	0.0014	0.0007	0.0016	0.0012	0.0015
mean_mC_byChr	Cluster_917_8064	0.0036	0.0048	0.0000	0.0045	0.0052	0.0057	0.0000	0.0032	0.0027
mean_mC_byChr	Cluster_917_8065	0.0017	0.0037	0.0015	0.0014	0.0010	0.0027	0.0013	0.0014	0.0011
mean_mC_byChr	Cluster_917_8067	0.0115	0.0839	0.0031	0.0039	0.0037	0.0073	0.0028	0.0038	0.0033
mean_mC_byChr	Cluster_917_8069	0.0047	0.0030	0.0025	0.0071	0.0054	0.0068	0.0064	0.0061	0.0059
mean_mC_byChr	Cluster_917_807	0.0033	0.0031	0.0000	0.0041	0.0044	0.0060	0.0017	0.0034	0.0031
mean_mC_byChr	Cluster_917_8073	0.0221	NaN	NaN	0.0221	0.0938	0.0000	0.0093	0.0221	0.0304
mean_mC_byChr	Cluster_917_8075	0.0030	0.0024	0.0000	0.0033	0.0017	0.0109	0.0000	0.0031	0.0011
mean_mC_byChr	Cluster_917_8076	0.0034	0.0013	0.0028	0.0045	0.0042	0.0027	0.0049	0.0041	0.0046
mean_mC_byChr	Cluster_917_8077	0.0095	0.0592	0.0029	0.0029	0.0035	0.0023	0.0025	0.0029	0.0030
mean_mC_byChr	Cluster_917_8079	0.0056	0.0017	0.0079	0.0066	0.0050	0.0097	0.0057	0.0068	0.0054
mean_mC_byChr	Cluster_917_8081	0.0020	0.0011	0.0013	0.0026	0.0034	0.0000	0.0018	0.0024	0.0028
mean_mC_byChr	Cluster_917_8082	0.0092	0.0576	0.0023	0.0040	0.0039	0.0107	0.0008	0.0037	0.0025
mean_mC_byChr	Cluster_917_8083	0.0024	0.0024	0.0035	0.0022	0.0020	0.0000	0.0036	0.0024	0.0027
mean_mC_byChr	Cluster_917_8085	0.0023	0.0000	0.0000	0.0037	0.0051	0.0000	0.0032	0.0030	0.0040
mean_mC_byChr	Cluster_917_8087	0.0309	0.0069	0.0000	0.0358	0.0686	0.0000	0.0000	0.0350	0.0457
mean_mC_byChr	Cluster_917_8090	0.0032	0.0000	0.0109	0.0033	0.0067	0.0070	0.0000	0.0046	0.0035
mean_mC_byChr	Cluster_917_8091	0.0047	0.0017	0.0059	0.0054	0.0043	0.0020	0.0093	0.0055	0.0068
mean_mC_byChr	Cluster_917_8093	0.0046	0.0000	0.0064	0.0056	0.0000	0.0000	0.0144	0.0058	0.0072
mean_mC_byChr	Cluster_917_8095	0.0043	0.0032	0.0061	0.0043	0.0049	0.0013	0.0064	0.0046	0.0056
mean_mC_byChr	Cluster_917_8098	0.0046	0.0050	0.0061	0.0035	0.0082	0.0000	0.0020	0.0044	0.0052
mean_mC_byChr	Cluster_917_8099	0.0024	0.0025	0.0013	0.0028	0.0035	0.0015	0.0016	0.0024	0.0026
mean_mC_byChr	Cluster_917_809_66_0_986294	0.0028	0.0019	0.0024	0.0033	0.0044	0.0031	0.0019	0.0032	0.0032
mean_mC_byChr	Cluster_917_81	0.0038	0.0018	0.0043	0.0044	0.0031	0.0056	0.0044	0.0044	0.0040
mean_mC_byChr	Cluster_917_8103	0.0066	0.0278	0.0021	0.0024	0.0027	0.0029	0.0016	0.0023	0.0022
mean_mC_byChr	Cluster_917_8108	0.0038	0.0057	0.0015	0.0039	0.0049	0.0025	0.0019	0.0034	0.0036
mean_mC_byChr	Cluster_917_8109	0.0927	0.5106	0.0030	0.0032	0.0049	0.0000	0.0017	0.0031	0.0033
mean_mC_byChr	Cluster_917_811	0.0024	0.0014	0.0026	0.0028	0.0032	0.0024	0.0025	0.0028	0.0029
mean_mC_byChr	Cluster_917_8110	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8111	0.0089	0.0000	0.0000	0.0109	0.0000	0.0000	0.0177	0.0101	0.0135
mean_mC_byChr	Cluster_917_8112	0.0058	0.0000	0.0000	0.0067	0.0000	0.0069	0.0060	0.0061	0.0055
mean_mC_byChr	Cluster_917_8113	0.0046	0.0101	0.0000	0.0042	0.0038	0.0000	0.0043	0.0036	0.0041
mean_mC_byChr	Cluster_917_8116	0.0035	0.0016	0.0078	0.0027	0.0083	0.0021	0.0017	0.0040	0.0046
mean_mC_byChr	Cluster_917_8120	0.0045	0.0032	0.0029	0.0059	0.0066	0.0019	0.0054	0.0051	0.0060
mean_mC_byChr	Cluster_917_8122	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8123	0.0234	0.3277	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8124	0.0010	0.0000	0.0000	0.0023	0.0000	0.0061	0.0000	0.0015	0.0000
mean_mC_byChr	Cluster_917_8125	0.0360	0.0152	0.0206	0.0457	0.0193	0.0513	0.0332	0.0407	0.0262
mean_mC_byChr	Cluster_917_8126	0.0020	0.0023	0.0013	0.0020	0.0018	0.0019	0.0019	0.0019	0.0019
mean_mC_byChr	Cluster_917_813	0.0021	0.0019	0.0000	0.0025	0.0043	0.0000	0.0012	0.0021	0.0028
mean_mC_byChr	Cluster_917_8130	0.0191	0.1176	0.0000	0.0072	0.0080	0.0043	0.0043	0.0063	0.0066
mean_mC_byChr	Cluster_917_8131	0.0027	0.0000	0.0000	0.0036	0.0000	0.0179	0.0000	0.0031	0.0000
mean_mC_byChr	Cluster_917_8132	0.0022	0.0035	0.0023	0.0017	0.0023	0.0016	0.0014	0.0018	0.0019
mean_mC_byChr	Cluster_917_8133	0.0028	0.0029	0.0024	0.0028	0.0035	0.0029	0.0018	0.0028	0.0027
mean_mC_byChr	Cluster_917_8134	0.0071	0.0052	0.0000	0.0090	0.0000	0.0081	0.0116	0.0075	0.0072
mean_mC_byChr	Cluster_917_8135	0.0116	NaN	NaN	0.0116	0.0182	0.0000	0.0089	0.0116	0.0125
mean_mC_byChr	Cluster_917_8141	0.0020	0.0000	0.0000	0.0029	0.0037	0.0019	0.0012	0.0024	0.0025
mean_mC_byChr	Cluster_917_8143	0.0031	0.0020	0.0031	0.0034	0.0032	0.0041	0.0031	0.0033	0.0031
mean_mC_byChr	Cluster_917_8145	0.0018	0.0012	0.0026	0.0019	0.0006	0.0044	0.0021	0.0021	0.0014
mean_mC_byChr	Cluster_917_8146	0.0019	0.0014	0.0015	0.0022	0.0020	0.0019	0.0022	0.0021	0.0021
mean_mC_byChr	Cluster_917_8147	0.0104	0.1441	0.0000	0.0020	0.0013	0.0000	0.0032	0.0018	0.0021
mean_mC_byChr	Cluster_917_8148	0.0083	0.0714	0.0000	0.0032	0.0036	0.0034	0.0016	0.0028	0.0028
mean_mC_byChr	Cluster_917_8149	0.0025	0.0100	0.0055	0.0019	0.0026	0.0025	0.0021	0.0024	0.0024
mean_mC_byChr	Cluster_917_815	0.0012	0.0000	0.0179	0.0000	0.0000	0.0060	0.0000	0.0015	0.0000
mean_mC_byChr	Cluster_917_8151	0.0036	0.0043	0.0035	0.0031	0.0025	0.0055	0.0020	0.0032	0.0022
mean_mC_byChr	Cluster_917_8152	0.0032	0.0009	0.0048	0.0039	0.0028	0.0072	0.0035	0.0040	0.0032
mean_mC_byChr	Cluster_917_8153	0.0026	0.0022	0.0024	0.0029	0.0015	0.0022	0.0042	0.0028	0.0031
mean_mC_byChr	Cluster_917_8154	0.0047	0.0134	0.0009	0.0035	0.0025	0.0018	0.0044	0.0031	0.0034
mean_mC_byChr	Cluster_917_8158	0.0421	0.3595	0.0000	0.0045	0.0041	0.0033	0.0037	0.0038	0.0039
mean_mC_byChr	Cluster_917_816	0.0121	0.0068	0.0096	0.0145	0.0158	0.0191	0.0079	0.0138	0.0124
mean_mC_byChr	Cluster_917_8160	0.0038	0.0000	NaN	0.0044	0.0000	0.0175	0.0000	0.0044	0.0000
mean_mC_byChr	Cluster_917_8162	0.0034	0.0011	0.0037	0.0042	0.0061	0.0000	0.0036	0.0041	0.0049
mean_mC_byChr	Cluster_917_8163	0.0020	0.0025	0.0012	0.0020	0.0028	0.0000	0.0014	0.0018	0.0021
mean_mC_byChr	Cluster_917_8165	0.0157	0.1069	0.0081	0.0063	0.0067	0.0046	0.0070	0.0065	0.0069
mean_mC_byChr	Cluster_917_8166	0.0043	0.0053	0.0026	0.0041	0.0026	0.0055	0.0046	0.0039	0.0035
mean_mC_byChr	Cluster_917_8169	0.0246	0.1349	0.0005	0.0033	0.0021	0.0042	0.0026	0.0027	0.0023
mean_mC_byChr	Cluster_917_8172	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8174	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8175	0.0045	0.0014	0.0027	0.0060	0.0056	0.0028	0.0062	0.0054	0.0059
mean_mC_byChr	Cluster_917_8178	0.0041	0.0042	0.0059	0.0035	0.0037	0.0038	0.0046	0.0040	0.0041
mean_mC_byChr	Cluster_917_8179	0.0020	0.0020	0.0013	0.0021	0.0023	0.0034	0.0008	0.0020	0.0016
mean_mC_byChr	Cluster_917_818	0.0032	0.0017	0.0020	0.0041	0.0052	0.0030	0.0025	0.0037	0.0039
mean_mC_byChr	Cluster_917_8181	0.0026	0.0007	0.0027	0.0033	0.0038	0.0041	0.0020	0.0032	0.0029
mean_mC_byChr	Cluster_917_8183	0.0062	0.0084	0.0026	0.0062	0.0077	0.0025	0.0046	0.0055	0.0062
mean_mC_byChr	Cluster_917_8184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8186	0.0138	0.0516	0.0045	0.0068	0.0081	0.0057	0.0046	0.0064	0.0066
mean_mC_byChr	Cluster_917_8187	0.0018	0.0000	0.0000	0.0029	0.0031	0.0052	0.0000	0.0023	0.0011
mean_mC_byChr	Cluster_917_8188	0.0013	0.0018	0.0000	0.0013	0.0013	0.0004	0.0014	0.0011	0.0013
mean_mC_byChr	Cluster_917_8190	0.0022	0.0000	0.0074	0.0014	0.0047	0.0000	0.0019	0.0027	0.0034
mean_mC_byChr	Cluster_917_8191	0.0028	0.0051	0.0021	0.0018	0.0016	0.0015	0.0025	0.0019	0.0020
mean_mC_byChr	Cluster_917_8193	0.0045	0.0030	0.0048	0.0053	0.0049	0.0052	0.0053	0.0051	0.0051
mean_mC_byChr	Cluster_917_8196	0.0071	0.0000	0.0000	0.0119	0.0000	0.0000	0.0143	0.0102	0.0119
mean_mC_byChr	Cluster_917_8197	0.0052	0.0030	0.0000	0.0072	0.0110	0.0019	0.0057	0.0064	0.0080
mean_mC_byChr	Cluster_917_8198	0.0024	NaN	0.0048	0.0000	0.0000	NaN	0.0048	0.0024	0.0024
mean_mC_byChr	Cluster_917_82	0.0022	0.0038	0.0000	0.0020	0.0000	0.0000	0.0027	0.0013	0.0016
mean_mC_byChr	Cluster_917_8203	0.0012	0.0000	0.0000	0.0019	0.0023	0.0000	0.0020	0.0016	0.0021
mean_mC_byChr	Cluster_917_8204	0.0052	0.0052	0.0016	0.0063	0.0029	0.0087	0.0052	0.0052	0.0043
mean_mC_byChr	Cluster_917_8205	0.0032	0.0046	0.0044	0.0022	0.0018	0.0052	0.0017	0.0025	0.0017
mean_mC_byChr	Cluster_917_8206	0.0129	0.0167	0.0000	0.0167	0.0500	0.0000	0.0000	0.0118	0.0222
mean_mC_byChr	Cluster_917_8209	0.0121	0.1190	0.0000	0.0008	0.0012	0.0000	0.0000	0.0007	0.0008
mean_mC_byChr	Cluster_917_821	0.0006	0.0010	0.0000	0.0006	0.0000	0.0000	0.0010	0.0005	0.0007
mean_mC_byChr	Cluster_917_8214	0.0090	0.0228	0.0241	0.0050	0.0113	0.0064	0.0020	0.0075	0.0076
mean_mC_byChr	Cluster_917_8215	0.0005	0.0007	0.0000	0.0005	0.0006	0.0000	0.0005	0.0004	0.0005
mean_mC_byChr	Cluster_917_8216	0.0000	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8220	0.0020	0.0007	0.0022	0.0022	0.0026	0.0033	0.0014	0.0022	0.0020
mean_mC_byChr	Cluster_917_8221	0.0032	0.0000	0.0000	0.0045	0.0027	0.0185	0.0035	0.0041	0.0030
mean_mC_byChr	Cluster_917_8222	0.0537	0.5402	0.0000	0.0008	0.0000	0.0000	0.0016	0.0006	0.0008
mean_mC_byChr	Cluster_917_8223	0.0865	0.6410	0.0083	0.0000	0.0000	0.0000	0.0111	0.0033	0.0035
mean_mC_byChr	Cluster_917_8225	0.0083	0.0081	0.0071	0.0084	0.0193	0.0084	0.0040	0.0083	0.0082
mean_mC_byChr	Cluster_917_8226	0.0000	NaN	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8227	0.0030	0.0009	0.0000	0.0044	0.0037	0.0071	0.0022	0.0036	0.0030
mean_mC_byChr	Cluster_917_8228	0.0097	0.0000	0.0037	0.0142	0.0148	0.0208	0.0045	0.0123	0.0099
mean_mC_byChr	Cluster_917_823	0.0016	0.0010	0.0034	0.0015	0.0028	0.0011	0.0012	0.0018	0.0020
mean_mC_byChr	Cluster_917_8230	0.0168	0.0787	0.0034	0.0034	0.0030	0.0040	0.0035	0.0034	0.0032
mean_mC_byChr	Cluster_917_8231	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8233	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8236	0.0274	0.2001	0.0100	0.0036	0.0054	0.0018	0.0039	0.0043	0.0048
mean_mC_byChr	Cluster_917_8237	0.0051	0.0019	0.0091	0.0064	0.0071	0.0118	0.0034	0.0070	0.0054
mean_mC_byChr	Cluster_917_8238	0.0271	0.1895	0.0033	0.0040	0.0051	0.0054	0.0015	0.0039	0.0035
mean_mC_byChr	Cluster_917_8241	0.0039	0.0048	0.0055	0.0033	0.0063	0.0035	0.0014	0.0037	0.0038
mean_mC_byChr	Cluster_917_8242	0.0089	0.0000	0.0208	0.0099	0.0033	0.0043	0.0169	0.0109	0.0125
mean_mC_byChr	Cluster_917_8243	0.0049	0.0045	0.0017	0.0060	0.0022	0.0022	0.0086	0.0051	0.0059
mean_mC_byChr	Cluster_917_8244	0.0042	0.0000	0.0000	0.0056	0.0000	0.0000	0.0091	0.0049	0.0059
mean_mC_byChr	Cluster_917_8246	0.0030	0.0016	0.0000	0.0046	0.0078	0.0000	0.0020	0.0036	0.0045
mean_mC_byChr	Cluster_917_8247	0.0023	0.0014	0.0018	0.0029	0.0050	0.0000	0.0015	0.0026	0.0031
mean_mC_byChr	Cluster_917_8248	0.0010	0.0000	0.0000	0.0014	0.0000	0.0000	0.0035	0.0012	0.0016
mean_mC_byChr	Cluster_917_825	0.0000	NaN	0.0000	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8253	0.0026	0.0022	0.0054	0.0023	0.0035	0.0027	0.0016	0.0027	0.0027
mean_mC_byChr	Cluster_917_8254	0.0019	0.0005	0.0037	0.0024	0.0041	0.0026	0.0014	0.0027	0.0027
mean_mC_byChr	Cluster_917_8255	0.0035	0.0036	0.0116	0.0024	0.0039	0.0004	0.0039	0.0035	0.0039
mean_mC_byChr	Cluster_917_8256	0.0122	NaN	0.0000	0.0139	0.0170	0.0000	0.0137	0.0122	0.0151
mean_mC_byChr	Cluster_917_8257	0.0072	0.0055	0.0000	0.0085	0.0056	0.0139	0.0067	0.0074	0.0062
mean_mC_byChr	Cluster_917_8258	0.0021	0.0000	0.0000	0.0027	0.0037	0.0000	0.0020	0.0023	0.0028
mean_mC_byChr	Cluster_917_8259	0.0022	0.0017	0.0034	0.0020	0.0042	0.0009	0.0009	0.0023	0.0027
mean_mC_byChr	Cluster_917_8260	0.0030	0.0014	0.0042	0.0035	0.0052	0.0018	0.0030	0.0036	0.0042
mean_mC_byChr	Cluster_917_8262	0.0261	0.1722	0.0000	0.0051	0.0029	0.0000	0.0065	0.0048	0.0051
mean_mC_byChr	Cluster_917_8265	0.0035	0.0018	0.0066	0.0035	0.0050	0.0048	0.0031	0.0042	0.0040
mean_mC_byChr	Cluster_917_8269	0.0207	0.1764	0.0058	0.0029	0.0038	0.0036	0.0029	0.0034	0.0034
mean_mC_byChr	Cluster_917_8271	0.0030	0.0031	0.0017	0.0033	0.0033	0.0026	0.0029	0.0029	0.0031
mean_mC_byChr	Cluster_917_8272	0.0035	0.0035	0.0017	0.0038	0.0048	0.0026	0.0031	0.0035	0.0038
mean_mC_byChr	Cluster_917_8274	0.0105	0.0303	NaN	0.0056	0.0000	0.0000	0.0083	0.0056	0.0074
mean_mC_byChr	Cluster_917_8275	0.0011	0.0025	0.0011	0.0006	0.0009	0.0005	0.0007	0.0007	0.0008
mean_mC_byChr	Cluster_917_8278	0.0014	0.0000	0.0015	0.0023	0.0054	0.0000	0.0000	0.0020	0.0030
mean_mC_byChr	Cluster_917_8280	0.0127	0.0470	0.0000	0.0096	0.0056	0.0048	0.0124	0.0082	0.0090
mean_mC_byChr	Cluster_917_8281	0.0059	0.0054	0.0015	0.0071	0.0034	0.0076	0.0072	0.0062	0.0056
mean_mC_byChr	Cluster_917_8282	0.0023	0.0032	0.0022	0.0019	0.0009	0.0000	0.0037	0.0019	0.0027
mean_mC_byChr	Cluster_917_8284	0.0023	0.0026	0.0033	0.0018	0.0047	0.0014	0.0006	0.0021	0.0023
mean_mC_byChr	Cluster_917_8285	0.0023	0.0019	0.0019	0.0025	0.0033	0.0017	0.0017	0.0024	0.0026
mean_mC_byChr	Cluster_917_8286	0.0161	0.0667	0.0185	0.0118	0.0129	0.0385	0.0094	0.0118	0.0109
mean_mC_byChr	Cluster_917_8287	0.0081	0.0700	0.0000	0.0064	0.0067	0.0000	0.0062	0.0058	0.0064
mean_mC_byChr	Cluster_917_8288	0.0059	NaN	NaN	0.0059	0.0000	0.0000	0.0084	0.0059	0.0067
mean_mC_byChr	Cluster_917_8290	0.0029	0.0019	0.0020	0.0036	0.0051	0.0007	0.0029	0.0033	0.0040
mean_mC_byChr	Cluster_917_8292	0.0058	0.0063	0.0000	0.0072	0.0093	0.0000	0.0026	0.0056	0.0063
mean_mC_byChr	Cluster_917_8293	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_8294	0.0029	0.0040	0.0012	0.0028	0.0021	0.0021	0.0030	0.0024	0.0026
mean_mC_byChr	Cluster_917_8296	0.0064	0.0146	0.0000	0.0034	0.0041	0.0000	0.0028	0.0030	0.0036
mean_mC_byChr	Cluster_917_8298	0.0033	0.0032	0.0036	0.0033	0.0047	0.0036	0.0025	0.0034	0.0033
mean_mC_byChr	Cluster_917_8299	0.0032	0.0023	0.0027	0.0039	0.0035	0.0039	0.0036	0.0037	0.0036
